Dokumen,Layout,Doc Type,Bahasa,Special Issue,Skor Komposit (0–100)*|JS,Skor Komposit (0–100)*|Python,Skor Komposit (0–100)*|Diff,Text Edit ↓|JS,Text Edit ↓|Python,Text Edit ↓|Diff,Text CER ↓|JS,Text CER ↓|Python,Text CER ↓|Diff,Formula Edit ↓|JS,Formula Edit ↓|Python,Formula Edit ↓|Diff,Table TEDS ↑|JS,Table TEDS ↑|Python,Table TEDS ↑|Diff,Table TEDS-S ↑|JS,Table TEDS-S ↑|Python,Table TEDS-S ↑|Diff,Reading Order Edit ↓|JS,Reading Order Edit ↓|Python,Reading Order Edit ↓|Diff,Coverage F1 ↑|JS,Coverage F1 ↑|Python,Coverage F1 ↑|Diff,BBox IoU ↑|JS,BBox IoU ↑|Python,BBox IoU ↑|Diff
page-2abc2a95-d39a-48db-9b6d-f40410412694,single_column,research_report,traditional_chinese,,47.97,51.64,-3.6700000000000017,0.3626,0.1514,0.21119999999999997,0.3626,0.1514,0.21119999999999997,,,,0.3219,0.1842,0.13770000000000002,0.3955,0.2341,0.16140000000000002,0.0,0.0,0.0,1.0,1.0,0.0,0.909,0.9176,-0.008599999999999941
page-2b4c4f44-c0de-41b6-9561-96195c233f47,single_column,research_report,simplified_chinese,,47.37,64.86,-17.490000000000002,0.4074,0.0588,0.34859999999999997,0.4074,0.0589,0.3485,,,,0.3548,0.3559,-0.0010999999999999899,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9276,0.9523,-0.024700000000000055
page-2d8358c5-114a-4bda-92c3-e8480d9ab082,other_layout,exam_paper,traditional_chinese,,46.5,56.91,-10.409999999999997,0.535,0.4309,0.10410000000000003,1.135,0.4309,0.7041,,,,,,,,,,0.0,0.0,0.0,1.0,0.8889,0.11109999999999998,0.6937,0.8673,-0.17359999999999998
page-37a801d0-4422-4ddb-8b45-73b259396212,single_column,book,english,,73.13,72.61,0.519999999999996,0.2998,0.2995,0.00030000000000002247,0.4441,0.4457,-0.0015999999999999903,0.2376,0.2484,-0.010800000000000004,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.8629,0.8624,0.0004999999999999449
page-3bed7e71-905d-4f69-aabe-dbff56d7ac4c,single_column,research_report,simplified_chinese,,81.9,75.41,6.490000000000009,0.1845,0.1845,0.0,0.1845,0.1845,0.0,,,,0.8224,0.6927,0.12970000000000004,0.8784,0.8367,0.04169999999999996,0.0,0.0,0.0,1.0,1.0,0.0,0.9572,0.9604,-0.0031999999999999806
page-3ce15378-6ffd-4f3c-9473-8b897451c770,single_column,academic_literature,en_ch_mixed,with_watermark,55.34,84.08,-28.739999999999995,0.6091,0.0492,0.5599,0.6091,0.0492,0.5599,,,,0.7159,0.7307,-0.014800000000000035,0.9538,0.9347,0.019100000000000006,0.0,0.0,0.0,1.0,1.0,0.0,0.924,0.9237,0.000300000000000078
page-3e0da562-e549-4a04-8335-e76db83d57e6,single_column,academic_literature,english,,69.24,69.05,0.18999999999999773,0.3233,0.3503,-0.027000000000000024,0.3563,0.4224,-0.06609999999999999,0.2919,0.2688,0.02310000000000001,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9355,0.9353,0.00019999999999997797
page-3ecc67a1-9b19-4fb9-b74d-acbb73db5c53,single_column,historical_document,traditional_chinese,,9.8,35.66,-25.859999999999996,0.902,0.6434,0.25860000000000005,0.902,1.6275,-0.7254999999999999,,,,,,,,,,,,,0.5,0.5,0.0,0.0,0.3801,-0.3801
page-3f872a77-3faf-47d6-8574-bd2e5806ff98,single_column,research_report,simplified_chinese,,80.86,82.81,-1.9500000000000028,0.184,0.1494,0.03459999999999999,0.184,0.1494,0.03459999999999999,,,,0.8012,0.8055,-0.0042999999999999705,0.954,0.9429,0.011099999999999999,0.0,0.0,0.0,0.9524,0.9524,0.0,0.8919,0.917,-0.02510000000000001
page-4009495f-1a7c-46dc-9f52-7f80f5f0cc5c,single_column,academic_literature,english,,29.02,29.05,-0.030000000000001137,0.5074,0.5078,-0.00040000000000006697,1.5808,1.5923,-0.011500000000000066,0.9123,0.9112,0.0010999999999999899,,,,,,,0.0,0.0,0.0,0.5294,0.5294,0.0,0.6247,0.6315,-0.006799999999999917
page-423cdc11-af52-4e41-8feb-a40741b15855,single_column,book,traditional_chinese,,93.64,94.12,-0.480000000000004,0.0578,0.0437,0.014099999999999994,0.0586,0.0437,0.014899999999999997,,,,0.9306,0.926,0.0045999999999999375,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9634,0.9782,-0.014799999999999924
page-4254323d-8940-46fc-8cbb-b255c26b9693,other_layout,PPT2PDF,simplified_chinese,,74.33,78.93,-4.6000000000000085,0.2567,0.2107,0.045999999999999985,0.7732,0.2947,0.4785,,,,,,,,,,0.2121,0.0672,0.14490000000000003,0.717,0.8519,-0.13490000000000002,0.6384,0.7227,-0.08430000000000004
page-4319d401-c9e8-4326-9869-7572cf2e0e96,other_layout,exam_paper,traditional_chinese,,1.6,60.07,-58.47,0.9681,0.5417,0.4264,0.9681,0.992,-0.023900000000000032,,,,0.0,0.7431,-0.7431,0.0,1.0,-1.0,,0.0476,,0.4,0.875,-0.475,0.0,0.6249,-0.6249
page-4431f432-9e71-46d3-a5ea-4d705ad163a8,double_column,book,english,,67.17,67.1,0.07000000000000739,0.3283,0.329,-0.0007000000000000339,0.7371,0.7324,0.0046999999999999265,,,,,,,,,,0.0,0.0,0.0,0.6429,0.6429,0.0,0.6433,0.6433,0.0
page-458ab820-615f-42fe-af33-3a8fb15ad691,single_column,research_report,english,,87.09,87.11,-0.01999999999999602,0.2532,0.2532,0.0,0.2532,0.2532,0.0,,,,0.9951,0.9954,-0.00029999999999996696,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.9725,0.9742,-0.0016999999999999238
page-4c92c2ac-d7f7-43a5-b323-f242f31ddbf8,other_layout,PPT2PDF,en_ch_mixed,,81.74,80.38,1.3599999999999994,0.1826,0.1962,-0.013600000000000001,0.1877,0.1966,-0.008899999999999991,,,,,,,,,,0.0,0.0,0.0,0.8333,0.8333,0.0,0.7524,0.7556,-0.0032000000000000917
page-51757cee-c153-4baf-8616-ac106b543885,other_layout,book,simplified_chinese,text_L-shaped_wrap,52.15,52.63,-0.480000000000004,0.2357,0.2318,0.003899999999999987,0.5626,0.5483,0.01429999999999998,0.7213,0.7155,0.005800000000000027,,,,,,,0.0237,0.0237,0.0,0.8627,0.8627,0.0,0.8013,0.8299,-0.02859999999999996
page-52875b3d-f4dc-44c2-a9bb-514b0763833d,other_layout,colorful_textbook,simplified_chinese,,49.37,49.32,0.04999999999999716,0.5063,0.5068,-0.000500000000000056,0.868,0.8671,0.0009000000000000119,,,,,,,,,,0.0,0.1667,-0.1667,0.6207,0.6667,-0.04599999999999993,0.7735,0.7862,-0.012700000000000045
page-5b2f2dec-8e96-450f-aea0-b73d46eac172,single_column,academic_literature,english,,33.27,35.03,-1.759999999999998,0.4565,0.4174,0.039100000000000024,0.9058,0.8544,0.0514,0.8782,0.882,-0.0038000000000000256,,,,,,,0.0,0.0,0.0,0.6667,0.6667,0.0,0.6559,0.6558,9.999999999998899e-05
page-5ef91820-15a4-41af-b57f-36ec76879fee,single_column,academic_literature,english,,98.26,98.29,-0.030000000000001137,0.0174,0.0171,0.0002999999999999982,0.0174,0.0171,0.0002999999999999982,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9776,0.971,0.00660000000000005
page-67013be9-58e5-4842-809d-7a3c1fc91fc7,other_layout,colorful_textbook,simplified_chinese,,25.7,10.42,15.28,0.4861,0.7917,-0.3056,0.7176,2.7637,-2.0461,1.0,1.0,0.0,,,,,,,0.0,0.0,0.0,0.6364,0.7273,-0.09089999999999998,0.6595,0.126,0.5335
page-74749e1d-5239-4d8e-b89c-6d83f5e59374,single_column,research_report,simplified_chinese,,89.5,89.88,-0.37999999999999545,0.1569,0.1469,0.010000000000000009,0.1572,0.1469,0.010300000000000004,,,,0.9468,0.9446,0.0021999999999999797,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9633,0.9698,-0.00649999999999995
page-776044e4-c33c-420d-84a8-acbffad569bd,other_layout,magazine,english,geometric_deformation,98.53,98.04,0.4899999999999949,0.0147,0.0196,-0.0049,0.0149,0.0197,-0.004799999999999999,,,,,,,,,,0.0,0.0,0.0,0.8235,0.8235,0.0,0.8953,0.8946,0.0007000000000000339
page-82c2ab31-2cf0-47bb-bfb6-110770323718,single_column,book,simplified_chinese,,96.21,91.79,4.4199999999999875,0.0379,0.0821,-0.0442,0.039,0.0821,-0.043100000000000006,,,,,,,,,,0.0,0.0,0.0,0.8571,0.8571,0.0,0.9825,0.9813,0.0012000000000000899
page-87866578-c897-404e-b751-51fd444f59b2,single_column,book,simplified_chinese,,75.74,87.38,-11.64,0.2426,0.1262,0.1164,0.2426,0.1262,0.1164,,,,,,,,,,,0.0,,0.3333,0.5714,-0.23810000000000003,0.9152,0.8251,0.09010000000000007
page-8c21f73a-b849-4f71-9573-57d50fbcc180,single_column,book,english,,61.34,58.28,3.0600000000000023,0.2433,0.2647,-0.021400000000000002,0.4132,0.5821,-0.16889999999999994,0.53,0.5697,-0.03969999999999996,,,,,,,0.0,0.0,0.0,0.9231,0.9231,0.0,0.8831,0.8889,-0.005800000000000027
page-8d707810-de48-43ba-81a7-b976918e7be2,single_column,academic_literature,en_ch_mixed,,50.0,83.17,-33.17,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.6635,-0.6635,0.0,0.8281,-0.8281,0.3334,0.0,0.3334,0.6667,1.0,-0.33330000000000004,0.7885,0.8913,-0.1028
page-8d885b06-4da2-453f-84f7-2f43bc4ae2dd,other_layout,colorful_textbook,en_ch_mixed,with_watermark,84.89,79.05,5.840000000000003,0.1511,0.2095,-0.05839999999999998,0.1998,0.2353,-0.035500000000000004,,,,,,,,,,0.0074,0.0066,0.0008000000000000004,0.7727,0.8511,-0.07839999999999991,0.6542,0.6143,0.03990000000000005
page-8e2f7ce3-83c4-4977-b6dc-278394c4bd64,other_layout,historical_document,simplified_chinese,geometric_deformation,73.72,30.4,43.32,0.2628,0.696,-0.4332,0.3147,0.7933,-0.4786,,,,,,,,,,0.0,0.0666,-0.0666,0.2703,0.4762,-0.20590000000000003,0.7609,0.4004,0.36050000000000004
page-91b20bf2-3ad5-41f4-b739-4cc4b18ab1eb,single_column,academic_literature,simplified_chinese,,79.1,77.74,1.3599999999999994,0.125,0.125,0.0,0.125,0.125,0.0,,,,0.7071,0.6798,0.02729999999999999,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9463,0.9783,-0.03199999999999992
page-942ac90d-4704-43f3-9286-719c7be9e655,other_layout,historical_document,traditional_chinese,,58.79,55.65,3.1400000000000006,0.4121,0.4435,-0.031399999999999983,0.4662,0.5834,-0.11720000000000003,,,,,,,,,,0.0,0.0,0.0,0.6667,0.6667,0.0,0.7771,0.6817,0.09540000000000004
page-99c0fd2f-608e-479c-9af5-5b012de4f6af,single_column,book,simplified_chinese,with_watermark,56.32,60.36,-4.039999999999999,0.2832,0.251,0.032200000000000006,0.3996,0.3166,0.08300000000000002,0.5904,0.5418,0.04860000000000009,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9026,0.9363,-0.03370000000000006
page-a0018d4b-a1a5-4f8b-872e-b5f5c05c6b36,single_column,book,simplified_chinese,transparent_pages,97.61,96.01,1.5999999999999943,0.0239,0.0399,-0.015999999999999997,0.0245,0.0399,-0.015399999999999997,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9848,0.9799,0.0049000000000000155
page-ab441454-71f1-4900-87c1-d71d5602261e,single_column,book,en_ch_mixed,,91.25,93.63,-2.3799999999999955,0.1429,0.0952,0.04769999999999999,0.1429,0.0952,0.04769999999999999,,,,0.9679,0.9679,0.0,0.9697,0.9697,0.0,0.0,0.0,0.0,0.8889,1.0,-0.11109999999999998,0.9079,0.8916,0.016300000000000092
page-ae356bde-652d-44a9-9e21-76cadf5a9dea,single_column,book,english,,55.11,55.33,-0.21999999999999886,0.3474,0.3437,0.003699999999999981,0.815,0.7525,0.0625,0.5504,0.5497,0.0007000000000000339,,,,,,,0.0,0.0,0.0,0.9362,0.9362,0.0,0.8329,0.8317,0.0011999999999999789
page-aee8f1d9-7240-4517-b615-389594556d57,other_layout,PPT2PDF,simplified_chinese,,34.05,32.45,1.5999999999999943,0.6009,0.604,-0.0030999999999999917,0.9699,0.9624,0.007499999999999951,0.7182,0.747,-0.028800000000000048,,,,,,,0.0,,,0.5714,0.6154,-0.04399999999999993,0.6555,0.6557,-0.00019999999999997797
page-affbb0cc-d616-481d-b493-80ed1ccb5a10,single_column,book,simplified_chinese,,62.52,63.43,-0.9099999999999966,0.3748,0.3657,0.009099999999999997,0.4058,0.3926,0.01319999999999999,,,,,,,,,,0.0,0.0,0.0,0.7143,0.7143,0.0,0.7322,0.7253,0.006900000000000017
page-b145da5c-182f-4d4e-813a-28b8d6971b0f,single_column,exam_paper,simplified_chinese,,4.62,4.76,-0.13999999999999968,0.9538,0.9524,0.0013999999999999568,2.7018,2.6316,0.07019999999999982,,,,,,,,,,,,,0.25,0.25,0.0,0.0324,0.0322,0.0001999999999999988
page-b1b8cc79-a7b3-4ac5-a7c2-49416b195ccb,other_layout,PPT2PDF,simplified_chinese,with_watermark,90.3,91.25,-0.9500000000000028,0.097,0.0875,0.009500000000000008,0.0979,0.0875,0.010400000000000006,,,,,,,,,,0.0,0.0,0.0,0.9091,0.8333,0.07579999999999998,0.886,0.8887,-0.0027000000000000357
page-bd6eb36e-0856-4d9d-b587-21b4a0209c8b,single_column,academic_literature,english,,69.94,69.63,0.3100000000000023,0.2864,0.2911,-0.0047000000000000375,0.4654,0.4701,-0.0047000000000000375,0.3149,0.3162,-0.0012999999999999678,,,,,,,0.0,0.0,0.0,0.75,0.75,0.0,0.9588,0.9545,0.0042999999999999705
page-bd83d09b-302b-4cc6-999d-19fe668b6577,single_column,book,traditional_chinese,,93.73,96.55,-2.819999999999993,0.0627,0.0345,0.028200000000000003,0.0652,0.035,0.03019999999999999,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.9815,0.9819,-0.00039999999999995595
page-be2ebf31-5f24-4d3e-97f0-4a8df7e773b4,other_layout,academic_literature,english,,68.81,46.06,22.75,0.124,0.5775,-0.4535,0.1296,1.1415,-1.0119,,,,0.5002,0.4987,0.0015000000000000013,0.9877,0.9877,0.0,0.0,0.1515,-0.1515,1.0,1.0,0.0,0.9456,0.3132,0.6324000000000001
page-bea34248-acae-4578-9ff2-3149a84d7c38,other_layout,colorful_textbook,simplified_chinese,,52.99,52.87,0.12000000000000455,0.4371,0.4405,-0.003400000000000014,1.0308,1.0446,-0.013800000000000034,0.503,0.5021,0.0009000000000000119,,,,,,,0.0,0.0,0.0,0.7143,0.7143,0.0,0.736,0.7457,-0.009700000000000042
page-c32797b5-0a58-40da-82b4-b35dded00f25,other_layout,colorful_textbook,simplified_chinese,,51.66,31.88,19.779999999999998,0.4834,0.6812,-0.19780000000000003,0.5228,2.5468,-2.024,,,,,,,,,,0.3334,0.3889,-0.05550000000000005,0.6957,0.8696,-0.17390000000000005,0.3154,0.1669,0.14850000000000002
page-c6168ed8-ca6a-4ddd-8bfc-92dec77f1870,single_column,academic_literature,english,,38.98,38.7,0.27999999999999403,0.3581,0.3607,-0.0026000000000000467,0.7457,0.7623,-0.016599999999999948,0.8623,0.8653,-0.0030000000000000027,,,,,,,0.0,0.0,0.0,0.6667,0.6667,0.0,0.6279,0.6282,-0.00029999999999996696
page-c7792da7-4167-4f5c-a7ca-ec0f8833f83b,single_column,research_report,traditional_chinese,,33.18,36.56,-3.3800000000000026,1.0,1.0,0.0,1.0,1.0,0.0,,,,0.6637,0.7312,-0.0675,0.81,0.8351,-0.0250999999999999,,,,0.6667,0.6667,0.0,0.9909,0.9892,0.0017000000000000348
page-c99421f9-4435-44a9-82f8-7b044bb0ee1d,single_column,research_report,simplified_chinese,,59.68,65.64,-5.960000000000001,0.357,0.2386,0.11839999999999998,0.3572,0.2388,0.1184,,,,0.5506,0.5514,-0.0008000000000000229,0.6445,0.6511,-0.00660000000000005,0.0,0.0,0.0,0.9412,0.8889,0.05230000000000001,0.9091,0.9117,-0.0025999999999999357
page-ccfdaadf-2231-4aad-89a9-2caf72099849,other_layout,magazine,english,,94.31,93.43,0.8799999999999955,0.0569,0.0657,-0.008799999999999995,0.0569,0.0657,-0.008799999999999995,,,,,,,,,,0.0,0.0,0.0,0.875,0.8,0.07499999999999996,0.9463,0.8635,0.08279999999999998
page-d271a2ab-4523-44c4-94b5-303bf54b69e9,single_column,exam_paper,english,transparent_pages,72.42,72.42,0.0,0.2758,0.2758,0.0,0.3298,0.7064,-0.37660000000000005,,,,,,,,,,0.0,0.0,0.0,0.7027,0.7027,0.0,0.3211,0.3844,-0.06330000000000002
page-d29fe4d2-832a-4ad6-ac80-dc01cf8b0e16,single_column,research_report,simplified_chinese,,52.89,82.1,-29.209999999999994,0.6469,0.0634,0.5835,0.6469,0.0634,0.5835,,,,0.7048,0.7054,-0.0006000000000000449,1.0,1.0,0.0,0.0,0.0,0.0,0.6154,0.6154,0.0,0.6772,0.9149,-0.23770000000000002
page-d627077d-61cd-45c5-936f-a2c306ec3b5b,single_column,research_report,simplified_chinese,,60.77,64.16,-3.3899999999999935,0.433,0.3726,0.06040000000000001,0.433,0.3732,0.05980000000000002,,,,0.6483,0.6557,-0.007399999999999962,0.68,0.68,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8887,0.9111,-0.022399999999999975
page-d9a27df2-127e-4f76-bb61-e7e741078bef,single_column,academic_literature,english,,69.45,70.61,-1.1599999999999966,0.3357,0.324,0.011699999999999988,0.3475,0.3373,0.010199999999999987,0.2754,0.2637,0.011699999999999988,,,,,,,0.0,0.0,0.0,0.9744,0.9744,0.0,0.9161,0.9149,0.0011999999999999789
page-dca64e05-1ce6-49ee-857a-9b5d05a87357,single_column,academic_literature,english,,26.22,0.77,25.45,0.6972,1.0,-0.30279999999999996,0.6972,1.0,-0.30279999999999996,,,,0.2216,0.0153,0.20629999999999998,0.5285,0.1404,0.3881,,,,1.0,1.0,0.0,0.9178,0.9072,0.010599999999999943
page-e9e8bc8e-e22d-4d1a-a3fb-5d175e5e4d70,single_column,academic_literature,english,,26.64,27.62,-0.9800000000000004,0.4918,0.4721,0.019699999999999995,2.3979,2.3596,0.0383,0.9754,0.9756,-0.00019999999999997797,,,,,,,0.0,0.0,0.0,0.4348,0.4348,0.0,0.5832,0.5832,0.0
page-eb7308e0-1395-4444-b6a5-9d33cc3a03b2,single_column,book,en_ch_mixed,,79.02,77.49,1.5300000000000011,,,,,,,,,,0.7902,0.7749,0.01529999999999998,0.9661,0.9661,0.0,,,,0.6667,0.6667,0.0,0.988,0.9807,0.007299999999999973
page-ed0f3b67-a631-4e9d-b8d8-d9594a5aa652,other_layout,magazine,english,,61.24,61.74,-0.5,0.3876,0.3826,0.0050000000000000044,0.7547,0.7354,0.019299999999999984,,,,,,,,,,0.0,0.0,0.0,0.5714,0.5714,0.0,0.5661,0.5705,-0.0043999999999999595
page-f108020f-edc5-4a27-85d9-d9d9c5d67309,double_column,academic_literature,english,,46.85,46.72,0.13000000000000256,0.3031,0.3021,0.0010000000000000009,0.8551,0.8935,-0.03839999999999999,0.76,0.7635,-0.0034999999999999476,,,,,,,0.0579,0.0579,0.0,0.8276,0.8276,0.0,0.7891,0.7883,0.0008000000000000229
page-f6b6cfb8-3bb5-4393-b3fb-70efef72aca5,single_column,research_report,simplified_chinese,,79.66,96.47,-16.810000000000002,0.3772,0.0351,0.34209999999999996,0.3772,0.0351,0.34209999999999996,,,,0.9703,0.9646,0.005700000000000038,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9602,0.9722,-0.0119999999999999
page-fbfad23e-60e1-40d5-ba55-e7a1bcb26c97,other_layout,book,simplified_chinese,text_L-shaped_wrap,58.58,65.67,-7.090000000000003,0.3065,0.2937,0.012799999999999978,0.3633,0.3196,0.04370000000000002,0.5218,0.3929,0.12890000000000001,,,,,,,0.0433,0.0395,0.003799999999999998,0.875,0.875,0.0,0.7848,0.835,-0.05019999999999991
page-fd04ea51-677c-4de2-8e8e-adfd791e2957,single_column,academic_literature,english,,82.41,90.81,-8.400000000000006,0.1779,0.0099,0.168,0.1779,0.0099,0.168,,,,0.8261,0.8261,0.0,0.8667,0.8667,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9716,0.9716,0.0
page-fd7003ba-9af2-4b60-8c45-1e2ac1c7f474,single_column,research_report,traditional_chinese,,58.91,86.03,-27.120000000000005,0.392,0.0541,0.33790000000000003,0.392,0.0541,0.33790000000000003,,,,0.5702,0.7747,-0.20450000000000002,0.7488,0.8526,-0.1038,0.0,0.0,0.0,0.9474,1.0,-0.05259999999999998,0.9385,0.9542,-0.015700000000000047
scihub_j.1528-1167.2008.01552.x.pdf_3,double_column,academic_literature,english,"table_omission_line, table_veritical, table_span, table_with_formula",46.3,51.36,-5.060000000000002,0.0739,0.0721,0.001799999999999996,0.0768,0.0756,0.0011999999999999927,,,,0.0,0.0994,-0.0994,0.0,0.1319,-0.1319,0.0,0.0,0.0,0.9,1.0,-0.09999999999999998,0.9178,0.9247,-0.006900000000000017
scihub_j.cbpb.2019.110324.pdf_6,1andmore_column,academic_literature,english,"table_span, table_horizontal, table_fewer_line",69.11,62.54,6.57,0.562,0.4416,0.12040000000000006,5.648,5.5276,0.12040000000000006,,,,0.9442,0.6923,0.2519,0.9792,0.7917,0.1875,0.0,0.0,0.0,0.8889,0.8889,0.0,0.8481,0.8464,0.0016999999999999238
scihub_j.jallcom.2003.09.015.pdf_1,1andmore_column,academic_literature,english,"table_fewer_line, table_horizontal, table_with_formula, table_span",79.74,80.88,-1.1400000000000006,0.1773,0.1564,0.020900000000000002,0.1821,0.1624,0.019700000000000023,,,,0.7721,0.774,-0.0019000000000000128,0.9721,0.9721,0.0,0.0,0.0,0.0,0.96,0.96,0.0,0.841,0.8502,-0.009199999999999986
scihub_jps.21547.pdf_7,1andmore_column,academic_literature,english,"table_fewer_line, table_span, table_horizontal",80.28,81.7,-1.4200000000000017,0.2465,0.2463,0.00020000000000000573,0.3521,0.3532,-0.0010999999999999899,,,,0.8522,0.8804,-0.028200000000000003,1.0,1.0,0.0,0.0,0.0,0.0,0.9565,0.9565,0.0,0.9174,0.9174,0.0
scihub_prrv.2001.0150.pdf_0,other_layout,academic_literature,english,colorful_backgroud,99.42,99.52,-0.09999999999999432,0.0058,0.0048,0.001,0.0058,0.0048,0.001,,,,,,,,,,0.0,0.0,0.0,0.9565,0.9565,0.0,0.9161,0.9041,0.01200000000000001
yanbaopptmerge_2f4902871606698497c53ccb18d3fec2f83d05047d883cd65bbce26bfb27bcd2.pdf_1,single_column,research_report,simplified_chinese,"table_fewer_line, table_horizontal, table_span",99.84,99.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.9968,0.9968,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8757,0.9241,-0.0484
yanbaopptmerge_6ffacf656934424ef14b39750f1d93926693dd8b7fa925859f1349d253ba2566.pdf_2,single_column,research_report,simplified_chinese,"table_fewer_line, table_horizontal, table_span",25.53,58.67,-33.14,0.6584,0.0035,0.6549,0.6584,0.0035,0.6549,,,,0.1689,0.1769,-0.008000000000000007,0.25,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8876,0.8829,0.0046999999999999265
yanbaopptmerge_70a45bf10fb90ae0c91d44a11e0a97a8f9515d85626b54eb50a80b6146e5c2bf.pdf_10,single_column,research_report,simplified_chinese,"table_full_line, table_horizontal, table_span",73.5,87.58,-14.079999999999998,0.3052,0.1829,0.12230000000000002,0.312,0.1897,0.12229999999999999,,,,0.7751,0.9346,-0.15949999999999998,0.8438,0.9688,-0.125,0.0278,0.0666,-0.03880000000000001,0.7857,0.7857,0.0,0.6754,0.7012,-0.025800000000000045
yanbaopptmerge_SE05.pdf_7,single_column,PPT2PDF,english,colorful_backgroud,74.81,74.95,-0.14000000000000057,0.2519,0.2505,0.0014000000000000123,0.2519,0.2505,0.0014000000000000123,,,,,,,,,,0.0,0.0,0.0,0.5714,0.5714,0.0,0.6862,0.6862,0.0
yanbaopptmerge_SE17.pdf_10,single_column,PPT2PDF,english,colorful_backgroud,58.66,58.66,0.0,0.4134,0.4134,0.0,0.4134,0.4134,0.0,,,,,,,,,,0.0,0.0,0.0,0.4444,0.5,-0.05559999999999998,0.6186,0.6186,0.0
yanbaopptmerge_SE20.pdf_2,single_column,PPT2PDF,english,"colorful_backgroud, table_full_line, table_horizontal, table_span",81.71,81.85,-0.14000000000000057,0.1829,0.1815,0.0014000000000000123,0.1829,0.1815,0.0014000000000000123,,,,,,,,,,0.0,0.0,0.0,0.3529,0.3529,0.0,0.816,0.816,0.0
yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159,single_column,book,english,"table_full_line, table_horizontal",88.62,94.78,-6.159999999999997,0.2275,0.1044,0.1231,0.2282,0.1051,0.12309999999999999,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8571,0.8571,0.0,0.8047,0.8397,-0.03500000000000003
yanbaopptmerge_fa82190001969f29ed969fe5034956ba12f782219a8345468bb6593cba7ffc48.pdf_2,single_column,research_report,simplified_chinese,"table_fewer_line, table_horizontal, table_span",55.03,88.77,-33.739999999999995,0.6732,0.0013,0.6719,0.6732,0.0013,0.6719,,,,0.7738,0.7766,-0.0027999999999999137,0.8,0.8,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9411,0.9517,-0.010599999999999943
yanbaopptmerge_yanbaoPPT_1360,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,86.07,43.62,42.449999999999996,0.1393,0.5638,-0.4245,0.1393,2.9001,-2.7608,,,,,,,,,,0.0,0.0,0.0,0.75,0.75,0.0,0.8362,0.412,0.4242000000000001
yanbaopptmerge_yanbaoPPT_1615,single_column,PPT2PDF,en_ch_mixed,colorful_backgroud,99.74,99.74,0.0,0.0026,0.0026,0.0,0.0026,0.0026,0.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.7182,0.7159,0.0022999999999999687
yanbaopptmerge_yanbaoPPT_1735,single_column,PPT2PDF,simplified_chinese,"colorful_backgroud, fuzzy_scan",81.4,82.98,-1.5799999999999983,0.186,0.1702,0.01580000000000001,0.1883,0.1726,0.015699999999999992,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.8949,0.8956,-0.0006999999999999229
yanbaopptmerge_yanbaoPPT_1810,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,74.44,78.89,-4.450000000000003,0.2556,0.2111,0.044499999999999984,0.2556,0.2111,0.044499999999999984,,,,,,,,,,0.0,0.0,0.0,0.8,0.8,0.0,0.7758,0.7758,0.0
yanbaopptmerge_yanbaoPPT_2460,other_layout,PPT2PDF,simplified_chinese,colorful_backgroud,15.93,60.47,-44.54,0.7663,0.513,0.25329999999999997,2.4029,0.8577,1.5452,0.915,0.2775,0.6375,,,,,,,0.3273,0.0909,0.2364,0.9565,0.9565,0.0,0.173,0.7215,-0.5485
yanbaopptmerge_yanbaoPPT_3150,single_column,PPT2PDF,simplified_chinese,colorful_backgroud,72.99,72.99,0.0,0.2701,0.2701,0.0,0.2701,0.2701,0.0,,,,,,,,,,0.0,0.0,0.0,0.5,0.5,0.0,0.6401,0.6396,0.000500000000000056
